campaign,worker_count,version,backend,trial,process_ms,pipeline_ms,hash_work_ms,setup_sum_ms,gpu_hashes,gpu_peak,cold_start_cpu_sum,verified,binarysha
unified-final-w20,20,baseline,auto,0,903.3039000350982,839.163,7373.365,175.757,1,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,new,auto,0,807.3422000743449,740.798,7202.713,156.604,1,1,15,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,baseline,auto,1,862.2105000540614,798.29,7602.138,220.012,1,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,baseline,cpu,1,721.6022999491543,684.411,7337.44,0.0,0,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,new,cpu,1,678.5651000682265,641.097,6871.198,0.0,0,0,0,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,new,auto,1,830.0761000718921,753.121,6909.517,175.207,1,1,15,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,new,no-pgo,1,858.8066999800503,794.309,7278.141,189.687,1,1,15,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,baseline,no-pgo,1,885.3108999319375,818.837,7655.439,199.692,1,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,baseline,auto,2,824.5639998931438,762.759,7476.591,187.02,1,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,new,auto,2,844.042600132525,779.124,7209.417,184.25,1,1,15,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,new,no-pgo,2,852.547800168395,783.802,7153.615,187.513,1,1,15,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,baseline,cpu,2,807.9468999058008,769.1,7921.684,0.0,0,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,new,cpu,2,823.0878999456763,764.268,8708.438,0.0,0,0,0,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,baseline,no-pgo,2,921.1252999957651,846.972,8662.826,321.343,1,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,baseline,cpu,3,752.9808001127094,715.862,7679.438,0.0,0,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,new,no-pgo,3,838.9568000566214,774.293,7130.214,181.241,1,1,15,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,new,cpu,3,811.9326001033187,768.407,7954.57,0.0,0,0,0,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,new,auto,3,847.8304999880493,781.624,7369.414,192.782,1,1,15,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,baseline,auto,3,904.249400133267,839.54,7531.594,210.493,1,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,baseline,no-pgo,3,903.3595998771489,836.508,8296.054,238.815,1,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,baseline,auto,4,910.074400017038,838.552,7843.932,218.938,1,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,new,cpu,4,730.9044001158327,665.287,7583.941,0.0,0,0,0,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,new,auto,4,845.1497999485582,774.533,7272.746,209.705,1,1,15,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,baseline,no-pgo,4,924.8793001752347,857.287,7775.261,233.841,1,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-w20,20,new,no-pgo,4,806.4206999260932,738.611,7423.68,184.795,1,1,15,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-w20,20,baseline,cpu,4,810.3080000728369,769.681,7929.161,0.0,0,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,baseline,no-pgo,0,826.0299998801202,772.049,3478.203,115.764,12,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,new,no-pgo,0,1188.897700048983,1115.362,4145.031,200.691,55,4,9,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,new,cpu,0,692.3267000820488,666.972,2566.62,0.0,0,0,0,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,baseline,cpu,0,639.6578000858426,614.925,2360.816,0.0,0,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,baseline,auto,0,817.3906998708844,746.613,3329.419,133.041,11,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,new,auto,0,1256.8888999521732,1189.124,4315.49,290.425,18,4,12,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,baseline,auto,1,630.7879998348653,575.952,2587.194,119.888,13,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,baseline,cpu,1,659.5874999184161,635.745,2448.763,0.0,0,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,new,cpu,1,660.8011999633163,635.615,2449.324,0.0,0,0,0,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,new,auto,1,1030.6486000772566,956.462,3453.489,193.62199999999999,22,4,9,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,new,no-pgo,1,1033.8797001168132,973.274,3568.641,177.612,55,4,9,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,baseline,no-pgo,1,636.0874997917563,581.334,2601.728,116.49,13,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,baseline,auto,2,615.0353997945786,561.112,2501.068,106.171,13,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,new,auto,2,916.5418001357466,851.146,3087.179,169.84,19,4,9,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,new,no-pgo,2,1002.0330001134425,937.696,3426.084,171.74800000000002,55,4,9,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,baseline,cpu,2,674.2219999432564,650.09,2471.477,0.0,0,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,new,cpu,2,631.6347999963909,607.46,2337.035,0.0,0,0,0,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,baseline,no-pgo,2,592.6290000788867,542.579,2408.052,99.762,14,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,baseline,cpu,3,648.7896000035107,622.565,2376.492,0.0,0,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,new,no-pgo,3,903.9433998987079,844.902,3076.075,167.164,55,4,9,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,new,cpu,3,629.8082999419421,601.664,2317.362,0.0,0,0,0,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,new,auto,3,859.0586001519114,799.059,2905.992,164.799,22,4,9,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,baseline,auto,3,618.3321999851614,565.892,2562.22,110.467,14,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,baseline,no-pgo,3,599.3071999400854,547.204,2431.819,97.062,14,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,baseline,auto,4,586.7870999500155,537.967,2365.888,88.672,14,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,new,cpu,4,634.386699879542,607.608,2312.668,0.0,0,0,0,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,new,auto,4,879.7973999753594,821.135,2993.262,167.814,7,4,9,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,baseline,no-pgo,4,623.939799843356,573.109,2577.462,108.122,13,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-steady,4,new,no-pgo,4,898.1743999756873,841.919,3059.251,149.322,55,4,9,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-steady,4,baseline,cpu,4,649.5717000216246,614.037,2350.92,0.0,0,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-equal-total,5,new,auto,0,735.5146000627428,675.855,2985.718,210.733,17,5,12,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-equal-total,5,new,no-pgo,0,667.0082998462021,609.746,2668.328,177.368,52,5,12,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-equal-total,4,baseline,no-pgo,0,490.2130998671055,445.629,1944.106,85.178,15,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-equal-total,4,baseline,auto,0,476.2065999675542,431.689,1825.213,76.838,15,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-equal-total,4,baseline,no-pgo,1,462.76709996163845,417.44,1826.281,78.433,14,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-equal-total,4,baseline,auto,1,479.841599939391,437.455,1854.762,79.142,15,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-equal-total,5,new,no-pgo,1,617.1719999983907,560.149,2410.93,163.54399999999998,52,5,12,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-equal-total,5,new,auto,1,543.624100042507,484.241,2032.878,167.036,26,5,16,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-equal-total,4,baseline,auto,2,503.3126000780612,452.077,1951.719,92.661,15,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-equal-total,5,new,no-pgo,2,622.2975000273436,566.536,2374.74,192.571,52,5,12,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-equal-total,5,new,auto,2,652.9436998534948,596.891,2670.932,154.325,15,5,12,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-equal-total,4,baseline,no-pgo,2,495.65690010786057,446.98,1975.016,93.876,14,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-equal-total,5,new,auto,3,658.1300001125783,587.566,2599.503,159.31,17,4,12,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-equal-total,4,baseline,auto,3,493.59710002318025,440.954,1876.538,77.364,15,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-equal-total,4,baseline,no-pgo,3,472.3408999852836,427.889,1870.45,73.565,14,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-equal-total,5,new,no-pgo,3,583.626399980858,530.335,2314.311,152.061,52,5,12,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-equal-total,4,baseline,auto,4,494.76759997196496,451.682,1978.257,92.455,14,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
unified-final-equal-total,5,new,auto,4,1013.7212001718581,953.223,4319.083,201.817,20,4,12,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-equal-total,5,new,no-pgo,4,1034.8435000050813,972.097,4448.512,190.43,52,5,12,True,972bc2467c49ce3738023e2f9818b12f7d923e0b596de5b145fd0345f1c7b3c4
unified-final-equal-total,4,baseline,no-pgo,4,860.6988999526948,806.583,3716.161,103.659,15,,0,True,d58a491a7a47194ed771316f03b843cc98d2b4ffdee0321545b76a810db4010d
