stage,workload,workers,block_mib,trial,warmup,arm,phase,process_ms,verified,hashed,cached,read_bytes,cpu_hashes,gpu_hashes,gpu_setup_ms,calibration_ms,pgo_enabled,pgo_samples,pgo_exploration_jobs,gpu_overflow_jobs,cpu_spill_jobs
real-learning,small,4,1,6,False,baseline-auto,cache,516.2933999672532,True,0,20000,0,0,0,0.0,0.0,,,,0,0
real-learning,tex-like,20,64,-1,True,new-no-pgo,fresh,4179.412700003013,True,20001,0,102093184,20000,1,272.104,0.0,0,0,0,0,0
real-learning,tex-like,20,64,-1,True,new-no-pgo,cache,1093.6559000983834,True,0,20001,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,tex-like,20,64,-1,True,new-cpu,fresh,3835.1016000378877,True,20001,0,102093184,20001,0,0.0,0.0,1,303,0,0,0
real-learning,tex-like,20,64,-1,True,new-cpu,cache,1155.490499921143,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,-1,True,baseline-auto,fresh,4547.937799943611,True,20001,0,102093184,20000,1,797.063,580.615,,,,0,0
real-learning,tex-like,20,64,-1,True,baseline-auto,cache,1050.5295998882502,True,0,20001,0,0,0,0.0,0.0,,,,0,0
real-learning,tex-like,20,64,-1,True,new-auto,fresh,3892.0815999154,True,20001,0,102093184,20000,1,226.25,0.0,1,305,1,0,0
real-learning,tex-like,20,64,-1,True,new-auto,cache,1091.1275001708418,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,0,False,new-no-pgo,fresh,3916.5042000822723,True,20001,0,102093184,20000,1,228.18,0.0,0,0,0,0,0
real-learning,tex-like,20,64,0,False,new-no-pgo,cache,1055.7299999054521,True,0,20001,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,tex-like,20,64,0,False,new-cpu,fresh,3728.514200076461,True,20001,0,102093184,20001,0,0.0,0.0,1,304,0,0,0
real-learning,tex-like,20,64,0,False,new-cpu,cache,1037.80940012075,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,0,False,baseline-auto,fresh,4467.547300038859,True,20001,0,102093184,20001,0,1439.099,1086.22,,,,0,0
real-learning,tex-like,20,64,0,False,baseline-auto,cache,1041.7625999543816,True,0,20001,0,0,0,0.0,0.0,,,,0,0
real-learning,tex-like,20,64,0,False,new-auto,fresh,3848.0481000151485,True,20001,0,102093184,20000,1,177.627,0.0,1,303,1,0,0
real-learning,tex-like,20,64,0,False,new-auto,cache,1016.4642001036555,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,1,False,new-cpu,fresh,3984.874299960211,True,20001,0,102093184,20001,0,0.0,0.0,1,304,0,0,0
real-learning,tex-like,20,64,1,False,new-cpu,cache,1000.426399987191,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,1,False,baseline-auto,fresh,4778.4855999052525,True,20001,0,102093184,20000,1,796.348,546.983,,,,0,0
real-learning,tex-like,20,64,1,False,baseline-auto,cache,1031.922899885103,True,0,20001,0,0,0,0.0,0.0,,,,0,0
real-learning,tex-like,20,64,1,False,new-auto,fresh,4309.245300013572,True,20001,0,102093184,20000,1,188.048,0.0,1,301,1,0,0
real-learning,tex-like,20,64,1,False,new-auto,cache,1119.1545000765473,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,1,False,new-no-pgo,fresh,4396.862299880013,True,20001,0,102093184,20000,1,189.619,0.0,0,0,0,0,0
real-learning,tex-like,20,64,1,False,new-no-pgo,cache,1084.6223998814821,True,0,20001,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,tex-like,20,64,2,False,new-no-pgo,fresh,4379.455100046471,True,20001,0,102093184,20000,1,200.652,0.0,0,0,0,0,0
real-learning,tex-like,20,64,2,False,new-no-pgo,cache,1034.0098000597209,True,0,20001,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,tex-like,20,64,2,False,baseline-auto,fresh,4937.8522001206875,True,20001,0,102093184,20000,1,698.447,556.395,,,,0,0
real-learning,tex-like,20,64,2,False,baseline-auto,cache,1079.0095999836922,True,0,20001,0,0,0,0.0,0.0,,,,0,0
real-learning,tex-like,20,64,2,False,new-cpu,fresh,4272.288499865681,True,20001,0,102093184,20001,0,0.0,0.0,1,302,0,0,0
real-learning,tex-like,20,64,2,False,new-cpu,cache,1100.8075999561697,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,2,False,new-auto,fresh,4388.570599956438,True,20001,0,102093184,20000,1,169.995,0.0,1,306,1,0,0
real-learning,tex-like,20,64,2,False,new-auto,cache,1073.7129000481218,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,3,False,baseline-auto,fresh,4884.331000037491,True,20001,0,102093184,20000,1,997.88,553.246,,,,0,0
real-learning,tex-like,20,64,3,False,baseline-auto,cache,1068.0567000526935,True,0,20001,0,0,0,0.0,0.0,,,,0,0
real-learning,tex-like,20,64,3,False,new-no-pgo,fresh,4349.78979988955,True,20001,0,102093184,20000,1,216.431,0.0,0,0,0,0,0
real-learning,tex-like,20,64,3,False,new-no-pgo,cache,1062.0969999581575,True,0,20001,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,tex-like,20,64,3,False,new-cpu,fresh,4284.948999993503,True,20001,0,102093184,20001,0,0.0,0.0,1,304,0,0,0
real-learning,tex-like,20,64,3,False,new-cpu,cache,1064.8036999627948,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,3,False,new-auto,fresh,4387.622100068256,True,20001,0,102093184,20000,1,146.265,0.0,1,300,1,0,0
real-learning,tex-like,20,64,3,False,new-auto,cache,1077.2496000863612,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,4,False,new-no-pgo,fresh,4380.738300038502,True,20001,0,102093184,20000,1,256.344,0.0,0,0,0,0,0
real-learning,tex-like,20,64,4,False,new-no-pgo,cache,1057.6075999997556,True,0,20001,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,tex-like,20,64,4,False,new-cpu,fresh,4298.725999891758,True,20001,0,102093184,20001,0,0.0,0.0,1,302,0,0,0
real-learning,tex-like,20,64,4,False,new-cpu,cache,1098.0175998993218,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,4,False,baseline-auto,fresh,4961.73799992539,True,20001,0,102093184,20000,1,807.036,574.115,,,,0,0
real-learning,tex-like,20,64,4,False,baseline-auto,cache,1097.5126998964697,True,0,20001,0,0,0,0.0,0.0,,,,0,0
real-learning,tex-like,20,64,4,False,new-auto,fresh,4372.047499986365,True,20001,0,102093184,20000,1,207.753,0.0,1,303,1,0,0
real-learning,tex-like,20,64,4,False,new-auto,cache,1093.6950000468642,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,5,False,baseline-auto,fresh,4911.31899994798,True,20001,0,102093184,20000,1,787.844,548.792,,,,0,0
real-learning,tex-like,20,64,5,False,baseline-auto,cache,1095.0442999601364,True,0,20001,0,0,0,0.0,0.0,,,,0,0
real-learning,tex-like,20,64,5,False,new-no-pgo,fresh,4454.685299890116,True,20001,0,102093184,20000,1,198.885,0.0,0,0,0,0,0
real-learning,tex-like,20,64,5,False,new-no-pgo,cache,1060.1820999290794,True,0,20001,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,tex-like,20,64,5,False,new-auto,fresh,4420.29990023002,True,20001,0,102093184,20000,1,287.589,0.0,1,304,1,0,0
real-learning,tex-like,20,64,5,False,new-auto,cache,1056.382399983704,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,5,False,new-cpu,fresh,4289.59279996343,True,20001,0,102093184,20001,0,0.0,0.0,1,302,0,0,0
real-learning,tex-like,20,64,5,False,new-cpu,cache,1054.0713998489082,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,6,False,new-no-pgo,fresh,4408.660500077531,True,20001,0,102093184,20000,1,386.358,0.0,0,0,0,0,0
real-learning,tex-like,20,64,6,False,new-no-pgo,cache,1082.0309999398887,True,0,20001,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,tex-like,20,64,6,False,new-auto,fresh,4438.995599979535,True,20001,0,102093184,20000,1,452.791,0.0,1,304,1,0,0
real-learning,tex-like,20,64,6,False,new-auto,cache,1058.2059000153095,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,6,False,new-cpu,fresh,4298.404600005597,True,20001,0,102093184,20001,0,0.0,0.0,1,302,0,0,0
real-learning,tex-like,20,64,6,False,new-cpu,cache,1116.2288999184966,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,tex-like,20,64,6,False,baseline-auto,fresh,5421.926699811593,True,20001,0,102093184,20000,1,784.988,570.682,,,,0,0
real-learning,tex-like,20,64,6,False,baseline-auto,cache,1071.607300080359,True,0,20001,0,0,0,0.0,0.0,,,,0,0
real-learning,mixed,4,1,-1,True,new-no-pgo,fresh,1153.1054999213666,True,138,0,5368930688,136,2,179.101,0.0,0,0,0,1,0
real-learning,mixed,4,1,-1,True,new-no-pgo,cache,58.03780001588166,True,0,138,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,mixed,4,1,-1,True,new-cpu,fresh,1093.0854000616819,True,138,0,5368930688,138,0,0.0,0.0,1,10,0,0,0
real-learning,mixed,4,1,-1,True,new-cpu,cache,58.635300025343895,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,-1,True,baseline-auto,fresh,1050.9079999756068,True,138,0,5368930688,136,2,325.622,166.202,,,,1,0
real-learning,mixed,4,1,-1,True,baseline-auto,cache,56.02580006234348,True,0,138,0,0,0,0.0,0.0,,,,0,0
real-learning,mixed,4,1,-1,True,new-auto,fresh,936.498399823904,True,138,0,5368930688,136,2,118.814,0.0,1,10,1,1,0
real-learning,mixed,4,1,-1,True,new-auto,cache,52.73290001787245,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,0,False,new-no-pgo,fresh,929.5279998332262,True,138,0,5368930688,136,2,136.09,0.0,0,0,0,1,0
real-learning,mixed,4,1,0,False,new-no-pgo,cache,61.08959997072816,True,0,138,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,mixed,4,1,0,False,new-cpu,fresh,966.0517000593245,True,138,0,5368930688,138,0,0.0,0.0,1,10,0,0,0
real-learning,mixed,4,1,0,False,new-cpu,cache,47.433999832719564,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,0,False,baseline-auto,fresh,991.4615000598133,True,138,0,5368930688,136,2,300.79,188.223,,,,1,0
real-learning,mixed,4,1,0,False,baseline-auto,cache,44.465099927037954,True,0,138,0,0,0,0.0,0.0,,,,0,0
real-learning,mixed,4,1,0,False,new-auto,fresh,886.2940999679267,True,138,0,5368930688,136,2,128.407,0.0,1,10,1,1,0
real-learning,mixed,4,1,0,False,new-auto,cache,61.526000034064054,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,1,False,new-cpu,fresh,924.2402999661863,True,138,0,5368930688,138,0,0.0,0.0,1,10,0,0,0
real-learning,mixed,4,1,1,False,new-cpu,cache,46.41250008717179,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,1,False,baseline-auto,fresh,948.898300062865,True,138,0,5368930688,136,2,281.597,161.207,,,,1,0
real-learning,mixed,4,1,1,False,baseline-auto,cache,50.41310004889965,True,0,138,0,0,0,0.0,0.0,,,,0,0
real-learning,mixed,4,1,1,False,new-auto,fresh,818.2410998269916,True,138,0,5368930688,136,2,125.994,0.0,1,10,1,1,0
real-learning,mixed,4,1,1,False,new-auto,cache,58.223400032147765,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,1,False,new-no-pgo,fresh,775.9230001829565,True,138,0,5368930688,136,2,112.426,0.0,0,0,0,1,0
real-learning,mixed,4,1,1,False,new-no-pgo,cache,48.696700017899275,True,0,138,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,mixed,4,1,2,False,new-no-pgo,fresh,943.7798000872135,True,138,0,5368930688,136,2,125.53,0.0,0,0,0,1,0
real-learning,mixed,4,1,2,False,new-no-pgo,cache,49.54499984160066,True,0,138,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,mixed,4,1,2,False,baseline-auto,fresh,1044.8687002062798,True,138,0,5368930688,136,2,311.172,177.192,,,,1,0
real-learning,mixed,4,1,2,False,baseline-auto,cache,45.99240003153682,True,0,138,0,0,0,0.0,0.0,,,,0,0
real-learning,mixed,4,1,2,False,new-cpu,fresh,910.0103999953717,True,138,0,5368930688,138,0,0.0,0.0,1,10,0,0,0
real-learning,mixed,4,1,2,False,new-cpu,cache,45.39560014382005,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,2,False,new-auto,fresh,883.3264999557287,True,138,0,5368930688,136,2,126.99,0.0,1,10,1,1,0
real-learning,mixed,4,1,2,False,new-auto,cache,46.285999938845634,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,3,False,baseline-auto,fresh,988.5521000251174,True,138,0,5368930688,136,2,299.257,185.485,,,,1,0
real-learning,mixed,4,1,3,False,baseline-auto,cache,48.67920000106096,True,0,138,0,0,0,0.0,0.0,,,,0,0
real-learning,mixed,4,1,3,False,new-no-pgo,fresh,903.066199971363,True,138,0,5368930688,136,2,115.843,0.0,0,0,0,1,0
real-learning,mixed,4,1,3,False,new-no-pgo,cache,46.62419995293021,True,0,138,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,mixed,4,1,3,False,new-cpu,fresh,899.655400076881,True,138,0,5368930688,138,0,0.0,0.0,1,10,0,0,0
real-learning,mixed,4,1,3,False,new-cpu,cache,43.19830005988479,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,3,False,new-auto,fresh,878.9419999811798,True,138,0,5368930688,136,2,127.953,0.0,1,10,1,1,0
real-learning,mixed,4,1,3,False,new-auto,cache,45.42699991725385,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,4,False,new-no-pgo,fresh,907.1143998298794,True,138,0,5368930688,136,2,123.793,0.0,0,0,0,1,0
real-learning,mixed,4,1,4,False,new-no-pgo,cache,50.114099867641926,True,0,138,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,mixed,4,1,4,False,new-cpu,fresh,915.654200129211,True,138,0,5368930688,138,0,0.0,0.0,1,10,0,0,0
real-learning,mixed,4,1,4,False,new-cpu,cache,54.96149999089539,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,4,False,baseline-auto,fresh,954.4559000059962,True,138,0,5368930688,136,2,300.059,159.279,,,,1,0
real-learning,mixed,4,1,4,False,baseline-auto,cache,50.96969986334443,True,0,138,0,0,0,0.0,0.0,,,,0,0
real-learning,mixed,4,1,4,False,new-auto,fresh,867.338800104335,True,138,0,5368930688,136,2,122.177,0.0,1,10,1,1,0
real-learning,mixed,4,1,4,False,new-auto,cache,43.14110008999705,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,5,False,baseline-auto,fresh,992.1037999447435,True,138,0,5368930688,136,2,280.665,169.016,,,,1,0
real-learning,mixed,4,1,5,False,baseline-auto,cache,50.55619985796511,True,0,138,0,0,0,0.0,0.0,,,,0,0
real-learning,mixed,4,1,5,False,new-no-pgo,fresh,814.1961998771876,True,138,0,5368930688,136,2,110.959,0.0,0,0,0,1,0
real-learning,mixed,4,1,5,False,new-no-pgo,cache,46.441599959507585,True,0,138,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,mixed,4,1,5,False,new-auto,fresh,955.3365998435766,True,138,0,5368930688,136,2,117.215,0.0,1,10,1,1,0
real-learning,mixed,4,1,5,False,new-auto,cache,45.167900156229734,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,5,False,new-cpu,fresh,933.6893998552114,True,138,0,5368930688,138,0,0.0,0.0,1,10,0,0,0
real-learning,mixed,4,1,5,False,new-cpu,cache,45.77560001052916,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,6,False,new-no-pgo,fresh,962.7992999739945,True,138,0,5368930688,136,2,144.221,0.0,0,0,0,1,0
real-learning,mixed,4,1,6,False,new-no-pgo,cache,50.16339989379048,True,0,138,0,0,0,0.0,0.0,0,0,0,0,0
real-learning,mixed,4,1,6,False,new-auto,fresh,987.7371001057327,True,138,0,5368930688,136,2,116.591,0.0,1,10,1,1,0
real-learning,mixed,4,1,6,False,new-auto,cache,44.81370002031326,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,6,False,new-cpu,fresh,931.4971999265254,True,138,0,5368930688,138,0,0.0,0.0,1,10,0,0,0
real-learning,mixed,4,1,6,False,new-cpu,cache,58.21950011886656,True,0,138,0,0,0,0.0,0.0,1,0,0,0,0
real-learning,mixed,4,1,6,False,baseline-auto,fresh,1152.9489997774363,True,138,0,5368930688,136,2,287.932,159.645,,,,1,0
real-learning,mixed,4,1,6,False,baseline-auto,cache,55.12639996595681,True,0,138,0,0,0,0.0,0.0,,,,0,0
audit,small,4,1,-1,True,new-no-pgo,fresh,1474.6324999723583,True,20000,0,348672000,20000,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,-1,True,new-no-pgo,cache,543.895100010559,True,0,20000,0,0,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,-1,True,new-cpu,fresh,1456.2792000360787,True,20000,0,348672000,20000,0,0.0,0.0,1,310,0,0,0
audit,small,4,1,-1,True,new-cpu,cache,528.2782998401672,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,-1,True,baseline-auto,fresh,1445.6139001995325,True,20000,0,348672000,20000,0,0.0,0.0,,,,0,0
audit,small,4,1,-1,True,baseline-auto,cache,525.1740999519825,True,0,20000,0,0,0,0.0,0.0,,,,0,0
audit,small,4,1,-1,True,new-auto,fresh,1481.8210999947041,True,20000,0,348672000,20000,0,0.0,0.0,1,310,0,0,0
audit,small,4,1,-1,True,new-auto,cache,509.2703001573682,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,0,False,new-no-pgo,fresh,1437.7167001366615,True,20000,0,348672000,20000,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,0,False,new-no-pgo,cache,520.7444000989199,True,0,20000,0,0,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,0,False,new-cpu,fresh,1496.088600018993,True,20000,0,348672000,20000,0,0.0,0.0,1,310,0,0,0
audit,small,4,1,0,False,new-cpu,cache,511.4120999351144,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,0,False,baseline-auto,fresh,1490.7183998730034,True,20000,0,348672000,20000,0,0.0,0.0,,,,0,0
audit,small,4,1,0,False,baseline-auto,cache,506.64540007710457,True,0,20000,0,0,0,0.0,0.0,,,,0,0
audit,small,4,1,0,False,new-auto,fresh,1433.3446000237018,True,20000,0,348672000,20000,0,0.0,0.0,1,311,0,0,0
audit,small,4,1,0,False,new-auto,cache,526.4421999454498,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,1,False,new-cpu,fresh,1452.1065999288112,True,20000,0,348672000,20000,0,0.0,0.0,1,312,0,0,0
audit,small,4,1,1,False,new-cpu,cache,522.657300112769,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,1,False,baseline-auto,fresh,1454.1967001277953,True,20000,0,348672000,20000,0,0.0,0.0,,,,0,0
audit,small,4,1,1,False,baseline-auto,cache,521.2213001213968,True,0,20000,0,0,0,0.0,0.0,,,,0,0
audit,small,4,1,1,False,new-auto,fresh,1487.034099875018,True,20000,0,348672000,20000,0,0.0,0.0,1,311,0,0,0
audit,small,4,1,1,False,new-auto,cache,523.2655999716371,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,1,False,new-no-pgo,fresh,1453.4473000094295,True,20000,0,348672000,20000,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,1,False,new-no-pgo,cache,523.8985999021679,True,0,20000,0,0,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,2,False,new-no-pgo,fresh,1468.7424001749605,True,20000,0,348672000,20000,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,2,False,new-no-pgo,cache,514.4821999128908,True,0,20000,0,0,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,2,False,baseline-auto,fresh,1471.8305999413133,True,20000,0,348672000,20000,0,0.0,0.0,,,,0,0
audit,small,4,1,2,False,baseline-auto,cache,496.5955999214202,True,0,20000,0,0,0,0.0,0.0,,,,0,0
audit,small,4,1,2,False,new-cpu,fresh,1475.958399940282,True,20000,0,348672000,20000,0,0.0,0.0,1,310,0,0,0
audit,small,4,1,2,False,new-cpu,cache,514.2286000773311,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,2,False,new-auto,fresh,1453.7398999091238,True,20000,0,348672000,20000,0,0.0,0.0,1,310,0,0,0
audit,small,4,1,2,False,new-auto,cache,507.5825999956578,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,3,False,baseline-auto,fresh,1478.2863999716938,True,20000,0,348672000,20000,0,0.0,0.0,,,,0,0
audit,small,4,1,3,False,baseline-auto,cache,504.0682000108063,True,0,20000,0,0,0,0.0,0.0,,,,0,0
audit,small,4,1,3,False,new-no-pgo,fresh,1443.4489000122994,True,20000,0,348672000,20000,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,3,False,new-no-pgo,cache,498.0648001655936,True,0,20000,0,0,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,3,False,new-cpu,fresh,1419.7386000305414,True,20000,0,348672000,20000,0,0.0,0.0,1,311,0,0,0
audit,small,4,1,3,False,new-cpu,cache,501.9396001007408,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,3,False,new-auto,fresh,1443.0251999292523,True,20000,0,348672000,20000,0,0.0,0.0,1,311,0,0,0
audit,small,4,1,3,False,new-auto,cache,517.62709999457,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,4,False,new-no-pgo,fresh,1455.6070000398904,True,20000,0,348672000,20000,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,4,False,new-no-pgo,cache,508.8144999463111,True,0,20000,0,0,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,4,False,new-cpu,fresh,1438.1069999653846,True,20000,0,348672000,20000,0,0.0,0.0,1,310,0,0,0
audit,small,4,1,4,False,new-cpu,cache,518.4484000783414,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,4,False,baseline-auto,fresh,1426.855199970305,True,20000,0,348672000,20000,0,0.0,0.0,,,,0,0
audit,small,4,1,4,False,baseline-auto,cache,498.2461999170482,True,0,20000,0,0,0,0.0,0.0,,,,0,0
audit,small,4,1,4,False,new-auto,fresh,1420.822500018403,True,20000,0,348672000,20000,0,0.0,0.0,1,310,0,0,0
audit,small,4,1,4,False,new-auto,cache,493.8504998572171,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,5,False,baseline-auto,fresh,1468.2711998466402,True,20000,0,348672000,20000,0,0.0,0.0,,,,0,0
audit,small,4,1,5,False,baseline-auto,cache,495.81360002048314,True,0,20000,0,0,0,0.0,0.0,,,,0,0
audit,small,4,1,5,False,new-no-pgo,fresh,1433.0040998756886,True,20000,0,348672000,20000,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,5,False,new-no-pgo,cache,499.61180007085204,True,0,20000,0,0,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,5,False,new-auto,fresh,1445.0375000014901,True,20000,0,348672000,20000,0,0.0,0.0,1,310,0,0,0
audit,small,4,1,5,False,new-auto,cache,491.90080002881587,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,5,False,new-cpu,fresh,1448.258499847725,True,20000,0,348672000,20000,0,0.0,0.0,1,310,0,0,0
audit,small,4,1,5,False,new-cpu,cache,487.8920998889953,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,6,False,new-no-pgo,fresh,1458.2450999878347,True,20000,0,348672000,20000,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,6,False,new-no-pgo,cache,492.7524998784065,True,0,20000,0,0,0,0.0,0.0,0,0,0,0,0
audit,small,4,1,6,False,new-auto,fresh,1518.530400004238,True,20000,0,348672000,20000,0,0.0,0.0,1,311,0,0,0
audit,small,4,1,6,False,new-auto,cache,501.15060014650226,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,6,False,new-cpu,fresh,1462.0974999852479,True,20000,0,348672000,20000,0,0.0,0.0,1,312,0,0,0
audit,small,4,1,6,False,new-cpu,cache,502.7970999944955,True,0,20000,0,0,0,0.0,0.0,1,0,0,0,0
audit,small,4,1,6,False,baseline-auto,fresh,1427.4981000926346,True,20000,0,348672000,20000,0,0.0,0.0,,,,0,0
audit,small,4,1,6,False,baseline-auto,cache,516.6986000258476,True,0,20000,0,0,0,0.0,0.0,,,,0,0
audit,tex-like,20,64,-1,True,new-no-pgo,fresh,4386.859599966556,True,20001,0,102093184,20000,1,242.235,0.0,0,0,0,0,0
audit,tex-like,20,64,-1,True,new-no-pgo,cache,1259.2656998895109,True,0,20001,0,0,0,0.0,0.0,0,0,0,0,0
audit,tex-like,20,64,-1,True,new-cpu,fresh,3977.330199908465,True,20001,0,102093184,20001,0,0.0,0.0,1,305,0,0,0
audit,tex-like,20,64,-1,True,new-cpu,cache,1032.2447000071406,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
audit,tex-like,20,64,-1,True,baseline-auto,fresh,4507.321999873966,True,20001,0,102093184,20000,1,744.868,551.415,,,,0,0
audit,tex-like,20,64,-1,True,baseline-auto,cache,1028.385299956426,True,0,20001,0,0,0,0.0,0.0,,,,0,0
audit,tex-like,20,64,-1,True,new-auto,fresh,3876.749200047925,True,20001,0,102093184,20000,1,165.822,0.0,1,302,1,0,0
audit,tex-like,20,64,-1,True,new-auto,cache,1040.7141000032425,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
audit,tex-like,20,64,0,False,new-no-pgo,fresh,3873.3261001762003,True,20001,0,102093184,20000,1,156.435,0.0,0,0,0,0,0
audit,tex-like,20,64,0,False,new-no-pgo,cache,1028.2352999784052,True,0,20001,0,0,0,0.0,0.0,0,0,0,0,0
audit,tex-like,20,64,0,False,new-cpu,fresh,3772.6315001491457,True,20001,0,102093184,20001,0,0.0,0.0,1,304,0,0,0
audit,tex-like,20,64,0,False,new-cpu,cache,1032.7902999706566,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
audit,tex-like,20,64,0,False,baseline-auto,fresh,4534.383099991828,True,20001,0,102093184,20000,1,796.711,590.69,,,,0,0
audit,tex-like,20,64,0,False,baseline-auto,cache,1041.374099906534,True,0,20001,0,0,0,0.0,0.0,,,,0,0
audit,tex-like,20,64,0,False,new-auto,fresh,3942.2039000783116,True,20001,0,102093184,20000,1,245.812,0.0,1,305,1,0,0
audit,tex-like,20,64,0,False,new-auto,cache,1051.1101998854429,True,0,20001,0,0,0,0.0,0.0,1,0,0,0,0
audit,tex-like,20,64,1,False,new-cpu,fresh,3971.7073999345303,True,20001,0,102093184,20001,0,0.0,0.0,1,304,0,0,0
